EmissionsSource;Area;EmissionsType_code;EmissionsType;EmissionsProcess_code;EmissionsProcess;Year;Unit;Emissions_gigagrams_per_year;Emissions_ton_per_year;Description
Agriculture Total;Germany;7243;Emissions (CO2eq) from N2O;5064;Crop Residues;2013;gigagrams;3141.251;3141251;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7230;Emissions (N2O);5064;Crop Residues;2013;gigagrams;10.1331;10133.1;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7231;Emissions (CO2eq);5064;Crop Residues;2014;gigagrams;3409.6819;3409681.9;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7243;Emissions (CO2eq) from N2O;5064;Crop Residues;2014;gigagrams;3409.6819;3409681.9;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7230;Emissions (N2O);5064;Crop Residues;2014;gigagrams;10.999;10999;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7231;Emissions (CO2eq);5064;Crop Residues;2015;gigagrams;3247.2096;3247209.6;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7243;Emissions (CO2eq) from N2O;5064;Crop Residues;2015;gigagrams;3247.2096;3247209.6;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7230;Emissions (N2O);5064;Crop Residues;2015;gigagrams;10.4749;10474.9;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7231;Emissions (CO2eq);5064;Crop Residues;2016;gigagrams;3026.7651;3026765.1;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7243;Emissions (CO2eq) from N2O;5064;Crop Residues;2016;gigagrams;3026.7651;3026765.1;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7230;Emissions (N2O);5064;Crop Residues;2016;gigagrams;9.7638;9763.8;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7231;Emissions (CO2eq);5064;Crop Residues;2017;gigagrams;3044.6655;3044665.5;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7243;Emissions (CO2eq) from N2O;5064;Crop Residues;2017;gigagrams;3044.6655;3044665.5;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7230;Emissions (N2O);5064;Crop Residues;2017;gigagrams;9.8215;9821.5;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7231;Emissions (CO2eq);6759;Cultivation of Organic Soils;2012;gigagrams;4284.2287;4284228.7;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7243;Emissions (CO2eq) from N2O;6759;Cultivation of Organic Soils;2012;gigagrams;4284.2287;4284228.7;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7230;Emissions (N2O);6759;Cultivation of Organic Soils;2012;gigagrams;13.8201;13820.1;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7231;Emissions (CO2eq);6759;Cultivation of Organic Soils;2013;gigagrams;4283.3269;4283326.9;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7243;Emissions (CO2eq) from N2O;6759;Cultivation of Organic Soils;2013;gigagrams;4283.3269;4283326.9;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7230;Emissions (N2O);6759;Cultivation of Organic Soils;2013;gigagrams;13.8172;13817.2;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7231;Emissions (CO2eq);6759;Cultivation of Organic Soils;2014;gigagrams;4277.8114;4277811.4;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7243;Emissions (CO2eq) from N2O;6759;Cultivation of Organic Soils;2014;gigagrams;4277.8114;4277811.4;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7230;Emissions (N2O);6759;Cultivation of Organic Soils;2014;gigagrams;13.7994;13799.4;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7231;Emissions (CO2eq);6759;Cultivation of Organic Soils;2015;gigagrams;4277.498;4277498;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7243;Emissions (CO2eq) from N2O;6759;Cultivation of Organic Soils;2015;gigagrams;4277.498;4277498;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7230;Emissions (N2O);6759;Cultivation of Organic Soils;2015;gigagrams;13.7984;13798.4;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7231;Emissions (CO2eq);6759;Cultivation of Organic Soils;2016;gigagrams;4277.498;4277498;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7243;Emissions (CO2eq) from N2O;6759;Cultivation of Organic Soils;2016;gigagrams;4277.498;4277498;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7230;Emissions (N2O);6759;Cultivation of Organic Soils;2016;gigagrams;13.7984;13798.4;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7231;Emissions (CO2eq);6759;Cultivation of Organic Soils;2017;gigagrams;4277.498;4277498;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7243;Emissions (CO2eq) from N2O;6759;Cultivation of Organic Soils;2017;gigagrams;4277.498;4277498;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7230;Emissions (N2O);6759;Cultivation of Organic Soils;2017;gigagrams;13.7984;13798.4;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7225;Emissions (CH4);5066;Burning - Crop residues;2012;gigagrams;4.722;4722;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7231;Emissions (CO2eq);5066;Burning - Crop residues;2012;gigagrams;137.1122;137112.2;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7244;Emissions (CO2eq) from CH4;5066;Burning - Crop residues;2012;gigagrams;99.1615;99161.5;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7243;Emissions (CO2eq) from N2O;5066;Burning - Crop residues;2012;gigagrams;37.9507;37950.7;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7230;Emissions (N2O);5066;Burning - Crop residues;2012;gigagrams;0.1224;122.4;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7225;Emissions (CH4);5066;Burning - Crop residues;2013;gigagrams;4.7204;4720.4;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7231;Emissions (CO2eq);5066;Burning - Crop residues;2013;gigagrams;137.0652;137065.2;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7244;Emissions (CO2eq) from CH4;5066;Burning - Crop residues;2013;gigagrams;99.1275;99127.5;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7243;Emissions (CO2eq) from N2O;5066;Burning - Crop residues;2013;gigagrams;37.9377;37937.7;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7230;Emissions (N2O);5066;Burning - Crop residues;2013;gigagrams;0.1224;122.4;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7225;Emissions (CH4);5066;Burning - Crop residues;2014;gigagrams;4.7768;4776.8;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7231;Emissions (CO2eq);5066;Burning - Crop residues;2014;gigagrams;138.7037;138703.7;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7244;Emissions (CO2eq) from CH4;5066;Burning - Crop residues;2014;gigagrams;100.3125;100312.5;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7243;Emissions (CO2eq) from N2O;5066;Burning - Crop residues;2014;gigagrams;38.3912;38391.2;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7230;Emissions (N2O);5066;Burning - Crop residues;2014;gigagrams;0.1238;123.8;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7225;Emissions (CH4);5066;Burning - Crop residues;2015;gigagrams;4.7752;4775.2;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7231;Emissions (CO2eq);5066;Burning - Crop residues;2015;gigagrams;138.6567;138656.7;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7244;Emissions (CO2eq) from CH4;5066;Burning - Crop residues;2015;gigagrams;100.2785;100278.5;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7243;Emissions (CO2eq) from N2O;5066;Burning - Crop residues;2015;gigagrams;38.3782;38378.2;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7230;Emissions (N2O);5066;Burning - Crop residues;2015;gigagrams;0.1238;123.8;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7225;Emissions (CH4);5066;Burning - Crop residues;2016;gigagrams;4.5818;4581.8;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7231;Emissions (CO2eq);5066;Burning - Crop residues;2016;gigagrams;133.0432;133043.2;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7244;Emissions (CO2eq) from CH4;5066;Burning - Crop residues;2016;gigagrams;96.2188;96218.8;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7243;Emissions (CO2eq) from N2O;5066;Burning - Crop residues;2016;gigagrams;36.8245;36824.5;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7230;Emissions (N2O);5066;Burning - Crop residues;2016;gigagrams;0.1188;118.8;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7225;Emissions (CH4);5066;Burning - Crop residues;2017;gigagrams;4.6252;4625.2;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7231;Emissions (CO2eq);5066;Burning - Crop residues;2017;gigagrams;134.3023;134302.3;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7244;Emissions (CO2eq) from CH4;5066;Burning - Crop residues;2017;gigagrams;97.1294;97129.4;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7243;Emissions (CO2eq) from N2O;5066;Burning - Crop residues;2017;gigagrams;37.173;37173;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7230;Emissions (N2O);5066;Burning - Crop residues;2017;gigagrams;0.1199;119.9;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7225;Emissions (CH4);5067;Burning - Savanna;2012;gigagrams;0;0;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7231;Emissions (CO2eq);5067;Burning - Savanna;2012;gigagrams;0;0;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7244;Emissions (CO2eq) from CH4;5067;Burning - Savanna;2012;gigagrams;0;0;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7243;Emissions (CO2eq) from N2O;5067;Burning - Savanna;2012;gigagrams;0;0;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7230;Emissions (N2O);5067;Burning - Savanna;2012;gigagrams;0;0;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7225;Emissions (CH4);5067;Burning - Savanna;2013;gigagrams;0;0;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7231;Emissions (CO2eq);5067;Burning - Savanna;2013;gigagrams;0;0;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7244;Emissions (CO2eq) from CH4;5067;Burning - Savanna;2013;gigagrams;0;0;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7243;Emissions (CO2eq) from N2O;5067;Burning - Savanna;2013;gigagrams;0;0;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7230;Emissions (N2O);5067;Burning - Savanna;2013;gigagrams;0;0;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7225;Emissions (CH4);5067;Burning - Savanna;2014;gigagrams;0;0;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7231;Emissions (CO2eq);5067;Burning - Savanna;2014;gigagrams;0;0;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7244;Emissions (CO2eq) from CH4;5067;Burning - Savanna;2014;gigagrams;0;0;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7243;Emissions (CO2eq) from N2O;5067;Burning - Savanna;2014;gigagrams;0;0;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Germany;7230;Emissions (N2O);5067;Burning - Savanna;2014;gigagrams;0;0;Aggregate, may include official, semi-official, estimated or calculated data
