Animals;Animal_description;Unit;NUTS2;THS_HD_2007;THS_HD_2008;THS_HD_2009;THS_HD_2010;THS_HD_2011;THS_HD_2012;THS_HD_2013;THS_HD_2014;THS_HD_2015;THS_HD_2016;THS_HD_2017;THS_HD_2018;data_quality_2007;data_quality_2008;data_quality_2009;data_quality_2010;data_quality_2011;data_quality_2012;data_quality_2013;data_quality_2014;data_quality_2015;data_quality_2016;data_quality_2017;data_quality_2018
A4200;goats;THS_HD;CZ04;3.5;3.3;3.74;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2000;bovine animals;THS_HD;CZ05;264.9;264;264.58;254.72;256.75;252.89;258.12;265.61;264.74;258.11;260.05;261.25;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;CZ05;81.4;81;78.33;75.19;74.73;73.56;75.71;74.94;74.64;73.69;71.33;71.35;;;;;;;;;;;;
A3100;pigs;THS_HD;CZ05;432.4;302;282.29;283.75;226.18;242.92;240.77;250.53;255.5;243.29;248.17;244.65;;;;;;;;;;;;
A4100;sheep;THS_HD;CZ05;36.9;37.62;41.56;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A4200;goats;THS_HD;CZ05;4.2;4.35;4.76;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2000;bovine animals;THS_HD;CZ06;284;280;274.05;265.66;267.09;264.54;267.73;271.32;271.82;270.93;274.73;272.9;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;CZ06;91.2;90;85.76;83.74;84.6;83.89;85.8;84.62;85.71;87.15;86.81;84.76;;;;;;;;;;;;
A3100;pigs;THS_HD;CZ06;760.4;635;602.54;587.62;418.71;412.35;416.2;426.56;400.68;433.99;459.79;446.05;;;;;;;;;;;;
A4100;sheep;THS_HD;CZ06;17.7;18.96;21.47;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A4200;goats;THS_HD;CZ06;1.9;2.37;3.06;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2000;bovine animals;THS_HD;CZ07;153.3;149;153.89;145.22;152.06;146.59;147.81;151.67;152.38;147.32;150.36;152.37;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;CZ07;49.2;48;44.52;42.88;44.85;43.18;43.31;43.82;43.24;40.58;42.01;41.32;;;;;;;;;;;;
A3100;pigs;THS_HD;CZ07;312.9;236;193.85;185.17;147.02;185.72;192.46;185.91;188.38;146.73;155.34;153.39;;;;;;;;;;;;
A4100;sheep;THS_HD;CZ07;27.9;26.52;28.47;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A4200;goats;THS_HD;CZ07;1.4;0.93;1.37;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2000;bovine animals;THS_HD;CZ08;80.1;79;82.43;77.03;79.94;74.18;76.41;80.42;82.07;79.01;80.42;81.84;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;CZ08;23.2;22;21.72;21.5;20.12;19.75;20.85;20.91;20.21;19.84;19.44;19.13;;;;;;;;;;;;
A3100;pigs;THS_HD;CZ08;94.2;67;78.32;71.37;48.69;52.91;52.85;57.97;37.85;34.21;30.18;30.82;;;;;;;;;;;;
A4100;sheep;THS_HD;CZ08;15.4;14.06;15.59;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A4200;goats;THS_HD;CZ08;0.6;1.09;1.48;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2000;bovine animals;THS_HD;DE30;NaN;0.63;NaN;0.66;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;DE30;NaN;0.13;NaN;0.13;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2000;bovine animals;THS_HD;DE50;NaN;10.83;NaN;10.34;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;DE50;NaN;3.38;NaN;3.64;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2000;bovine animals;THS_HD;DE60;NaN;6.53;NaN;6.13;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;DE60;NaN;1.09;NaN;0.95;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2000;bovine animals;THS_HD;DE80;NaN;565.3;NaN;551.62;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;DE80;NaN;174.88;NaN;172.33;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2000;bovine animals;THS_HD;DEE0;NaN;350.33;NaN;342.86;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;DEE0;NaN;129.44;NaN;123.19;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2000;bovine animals;THS_HD;DEF0;NaN;1181.63;NaN;1137.38;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;DEF0;NaN;359.44;NaN;373.46;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2000;bovine animals;THS_HD;DEG0;NaN;351.11;NaN;346.65;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;DEG0;NaN;116.23;NaN;109.23;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2000;bovine animals;THS_HD;DK01;NaN;NaN;31;31;30;30;30;30;30;30;29;30;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;DK01;NaN;NaN;9;9;10;9;9;9;9;9;9;9;;;;;;;;;;;;
A3100;pigs;THS_HD;DK01;NaN;NaN;249;245;285;281;259;285;314;314;324;316;;;;;;;;;;;;
A2000;bovine animals;THS_HD;DK02;NaN;NaN;87;85;83;83;83;81;80;77;76;74;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;DK02;NaN;NaN;21;21;21;22;21;21;20;19;19;18;;;;;;;;;;;;
A3100;pigs;THS_HD;DK02;NaN;NaN;1338;1309;1165;1204;1216;1292;1324;1324;1329;1266;;;;;;;;;;;;
A2000;bovine animals;THS_HD;DK03;NaN;NaN;614;621;615;612;608;596;606;607;609;602;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;DK03;NaN;NaN;237;238;239;239;235;227;237;235;239;238;;;;;;;;;;;;
A3100;pigs;THS_HD;DK03;NaN;NaN;3735;3721;3815;3818;3836;3846;3829;3829;3831;3721;;;;;;;;;;;;
A2000;bovine animals;THS_HD;DK04;NaN;NaN;509;511;503;501;490;478;480;477;478;465;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;DK04;NaN;NaN;173;172;172;172;167;161;169;169;173;171;;;;;;;;;;;;
A3100;pigs;THS_HD;DK04;NaN;NaN;4778;4356;4395;4210;4421;4542;4551;4551;4551;4476;;;;;;;;;;;;
A2000;bovine animals;THS_HD;DK05;NaN;NaN;380;382;381;381;374;368;371;364;365;359;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;DK05;NaN;NaN;133;133;136;137;134;130;135;133;135;134;;;;;;;;;;;;
A3100;pigs;THS_HD;DK05;NaN;NaN;2774;2662;2688;2770;2670;2745;2684;2684;2797;2863;;;;;;;;;;;;
A2000;bovine animals;THS_HD;EE00;240.5;237.9;234.7;236.2;238.3;246;261.7;264.9;256.2;248.2;251.3;255.1;;;;provisional;;;provisional;provisional;provisional;;;
A2300F;dairy cows;THS_HD;EE00;103;100.4;96.7;95.7;96.2;96.8;97.1;95.1;90.5;86.1;86.4;85.2;;;;provisional;;;provisional;provisional;provisional;;;
A3100;pigs;THS_HD;EE00;NaN;NaN;365.1;373;365.7;375.1;360;360.1;307.1;265.9;284.5;290.2;;;;provisional;;;provisional;provisional;provisional;;;
A4100;sheep;THS_HD;EE00;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;85.9;NaN;NaN;NaN;;;;;;;;;estimated;;;
A4200;goats;THS_HD;EE00;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN;;;;;;;;;estimated;;;
A2000;bovine animals;THS_HD;EL11;113.2;106.27;104.3;112.4;113.8;107.3;105.6;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;EL11;24.4;20.69;21.5;19.3;18.3;18.3;20.1;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A3100;pigs;THS_HD;EL11;101.1;97.89;86.2;100.7;89;88.7;97.4;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A4100;sheep;THS_HD;EL11;602.9;564.83;578;670.4;680.2;642.1;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A4200;goats;THS_HD;EL11;515.6;464.73;459.7;447.2;445.6;430.5;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2000;bovine animals;THS_HD;EL12;184.9;180.64;176;192.2;193.3;182.6;181.8;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;EL12;67.7;66.83;57.2;67.7;65.1;57.8;65.7;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A3100;pigs;THS_HD;EL12;133.7;136.01;145.7;149.1;150.2;139;140.2;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A4100;sheep;THS_HD;EL12;817.2;875.98;836;980.5;971.1;977.7;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A4200;goats;THS_HD;EL12;661.8;625.33;618.7;550.3;533.2;507.9;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2000;bovine animals;THS_HD;EL13;52.1;45.23;42.7;42.8;42.1;42;40.5;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;EL13;16.3;14.41;11.9;11.5;9.3;9.8;10.8;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A3100;pigs;THS_HD;EL13;26.6;28.93;27.9;24.1;23.7;22.5;23.1;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A4100;sheep;THS_HD;EL13;403.1;401.74;394;433.2;444.6;431.5;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A4200;goats;THS_HD;EL13;203.4;194.67;201.3;177.4;166.1;173.1;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2000;bovine animals;THS_HD;EL14;106.5;102.76;101.3;120.1;115.9;129.9;113.4;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;EL14;19.8;13.85;11.9;13.3;14.4;22.9;13;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A3100;pigs;THS_HD;EL14;216.6;218.07;229.4;240.6;207.7;237.1;206.4;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A4100;sheep;THS_HD;EL14;1220.7;1221.33;1165;1300.4;1287.3;1290.7;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A4200;goats;THS_HD;EL14;521.1;477.34;517.5;453.8;416;427;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2000;bovine animals;THS_HD;EL21;61.4;55.93;55.9;65.9;65.4;67.2;63.2;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;EL21;9.1;6.61;7.2;2.8;4.7;4.8;3.4;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A3100;pigs;THS_HD;EL21;154;149.24;137.4;180.9;210.7;176.5;173;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A4100;sheep;THS_HD;EL21;839.7;875.6;876;822.3;870.3;832.2;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A4200;goats;THS_HD;EL21;323.6;278.4;283.5;204.2;200.2;200;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2000;bovine animals;THS_HD;EL22;6.2;6.26;6.8;5.7;5.2;5.7;6.1;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;EL22;0;0.08;0.5;0.3;0;0.2;0.3;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A3100;pigs;THS_HD;EL22;6.2;8.49;12.3;5.4;5.1;3.5;95.7;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A4100;sheep;THS_HD;EL22;129.7;136.35;131;146.3;142.1;144.3;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A4200;goats;THS_HD;EL22;140.8;138.8;139.4;132.4;131.2;128.4;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2000;bovine animals;THS_HD;EL23;62.4;60.3;59.5;65;63.3;62.3;63.3;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;EL23;9.1;5.56;5.4;5.6;3.8;7.4;5.8;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A3100;pigs;THS_HD;EL23;139.5;144.27;182.6;140.4;143.8;131.5;3.8;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A4100;sheep;THS_HD;EL23;1402.1;1430.58;1346;1569.6;1528.8;1515.5;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A4200;goats;THS_HD;EL23;583.8;521.2;522.2;499.8;491.9;489.7;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2000;bovine animals;THS_HD;EL24;27;23.97;21.8;30.2;30.2;26.7;30.1;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;EL24;3.5;1.92;3.8;6.3;4.7;3;2.8;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A3100;pigs;THS_HD;EL24;127.3;111.3;111.7;90.5;92.6;119.1;134.6;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A4100;sheep;THS_HD;EL24;665.6;691.2;639;608.7;578.2;572.3;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A4200;goats;THS_HD;EL24;492;487.96;475.7;417;393.1;386.8;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2000;bovine animals;THS_HD;EL25;18.5;16.62;17.6;17.8;17.5;22.7;16.3;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;EL25;1.4;1.04;1.2;0.7;1.3;3.9;1;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A3100;pigs;THS_HD;EL25;80.1;81.33;82.3;95.7;92.1;91.8;76;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A4100;sheep;THS_HD;EL25;560.5;533.71;525;560.6;542.2;537.8;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A4200;goats;THS_HD;EL25;567.5;558.81;529.4;543;511.8;485.1;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2000;bovine animals;THS_HD;EL30;4.4;4.17;4;4.3;4.2;3;3.7;3.8;2.5;2.7;2.7;2.2;;;;;;;;;;;provisional;provisional
A2300F;dairy cows;THS_HD;EL30;1.8;1.91;1.2;2.1;1.7;1.5;2.2;1.9;1.1;1;1.3;0.7;;;;;;;;;;;provisional;provisional
A3100;pigs;THS_HD;EL30;9.3;15.63;5.8;4.9;7.5;4;6.3;6.7;5.7;3.5;3.2;2.1;;;;;;;;;;;provisional;provisional
A4100;sheep;THS_HD;EL30;94.3;96.04;101;91.6;110.1;85.9;76.2;82.3;78.5;70.2;69.4;74.2;;;;;;;;;;;provisional;provisional
A4200;goats;THS_HD;EL30;52;48.73;43.8;42.3;41.5;35.3;43.3;43.7;40;32.7;35.3;31.1;;;;;;;;;;;provisional;provisional
A2000;bovine animals;THS_HD;EL41;12.8;10.02;9.2;9.3;9.2;9.1;9.6;8.5;8.5;8.1;7.8;6.9;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;EL41;0.9;0.41;1.5;1.4;1.6;0.4;0.2;0;0.1;0.5;0.1;0.1;;;;;;;;;;;;
A3100;pigs;THS_HD;EL41;9.3;9.85;57.2;9.4;9.4;8.7;9.4;9.3;7.2;6.2;6.1;5.7;;;;;;;;;;;;
A4100;sheep;THS_HD;EL41;409.9;418.81;445;468.6;449.4;450.3;452.2;441.4;445.2;429.8;421.9;441.9;;;;;;;;;;;;
A4200;goats;THS_HD;EL41;118.4;128.25;115.8;108.3;109.6;107.6;113.2;105.6;99.3;100.9;98.4;100.5;;;;;;;;;;;;
A2000;bovine animals;THS_HD;EL42;19.9;20.45;21.1;16.7;18.2;18;18.6;19.5;16;15.7;16.4;14.7;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;EL42;4.3;3.8;4.5;4.5;5;1.8;4.1;5.3;6;6.1;6.7;2;;;;;;;;;;;;
A3100;pigs;THS_HD;EL42;19.2;19.01;22.2;16.4;20.6;13;14.7;15.9;14;12.4;12.3;9.2;;;;;;;;;;;;
A4100;sheep;THS_HD;EL42;202;205.21;188;190.4;203.8;192.3;190.5;194.4;170;159.5;167.7;174.7;;;;;;;;;;;;
A4200;goats;THS_HD;EL42;221.5;248.74;247;244.3;237.1;250.3;242.7;243.1;218;207.4;211;195.3;;;;;;;;;;;;
A2000;bovine animals;THS_HD;EL43;2.4;1.98;2.2;2.4;2.5;2.5;2.7;2.5;1.6;1.2;1.3;1.3;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;EL43;0.1;0.03;0;0.2;0.3;0.3;0.1;0.3;0.2;0.1;0.1;0;;;;;;;;;;;;not significant
A3100;pigs;THS_HD;EL43;60;66.67;10.8;60.6;67.4;58.1;55.2;57.9;46.1;39.2;45.7;46.9;;;;;;;;;;;;
A4100;sheep;THS_HD;EL43;1588.1;1612.02;1636;1948.5;1972.9;1880.2;1835;1817.6;1747.5;1777.6;1728.3;1779.5;;;;;;;;;;;;
A4200;goats;THS_HD;EL43;577.9;606.36;584.3;641.9;618.7;627.9;641.6;627.7;557.7;564.4;549.7;538.8;;;;;;;;;;;;
A2000;bovine animals;THS_HD;EL51;113.2;106.27;104.3;112.4;113.9;107.5;102.2;104.1;92.8;89.9;88.6;82.9;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;EL51;24.4;20.69;21.5;19.3;18.3;20.1;19.4;18.2;16.4;14.6;13.9;13.9;;;;;;;;;;;;
A3100;pigs;THS_HD;EL51;101.1;97.89;86.2;100.8;89.1;94.6;94;99.3;69.3;75.8;61;58.7;;;;;;;;;;;;
A4100;sheep;THS_HD;EL51;602.9;564.83;578;670.4;680.2;611.2;631;650.6;594.8;572.3;581.8;546.2;;;;;;;;;;;;
A4200;goats;THS_HD;EL51;515.6;464.73;459.7;447.2;445.7;434.9;413.2;426.8;422.5;413.7;377.7;366.3;;;;;;;;;;;;
A2000;bovine animals;THS_HD;EL52;184.9;180.64;176;192.3;193.3;185.2;181.5;185.9;157.4;143.1;143;138.2;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;EL52;67.7;66.83;57.2;67.7;65.1;60.8;65.7;60;50.7;48.4;44.8;43.2;;;;;;;;;;;;
A3100;pigs;THS_HD;EL52;133.7;136.01;145.7;149.1;150.2;112.2;132.1;125.9;111.8;90;94.3;90.1;;;;;;;;;;;;
A4100;sheep;THS_HD;EL52;817.2;875.98;836;980.5;971;893;856.2;864.4;871.7;883.8;852.9;785.8;;;;;;;;;;;;
A4200;goats;THS_HD;EL52;661.8;625.33;618.7;550.3;533.2;533.7;537;539.7;515.4;482.5;461.6;438.5;;;;;;;;;;;;
A2000;bovine animals;THS_HD;EL53;52.1;45.23;42.7;42.8;42.1;39.6;41.3;46;36.9;35.5;35.7;34.9;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;EL53;16.3;14.41;11.9;11.5;9.3;9;11.6;14.3;9.6;10.2;9.3;7.8;;;;;;;;;;;;
A3100;pigs;THS_HD;EL53;26.6;28.93;27.9;24.1;23.8;21.9;24;27.2;18;16.6;15.4;13.4;;;;;;;;;;;;
A4100;sheep;THS_HD;EL53;403.1;401.74;394;433.1;444.7;410.4;404.3;404.5;411.8;394.1;385.3;386.3;;;;;;;;;;;;
A4200;goats;THS_HD;EL53;203.4;194.67;201.3;177.4;166.1;174.9;170.3;160.8;154.7;156.7;153.2;143.6;;;;;;;;;;;;
A2000;bovine animals;THS_HD;EL54;61.4;55.93;55.9;66.1;65.4;61.9;60;59.5;57.5;55.2;55.2;56.6;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;EL54;9.1;6.61;7.2;2.8;4.7;5.7;3.3;5.9;4.9;5;3;4.7;;;;;;;;;;;;
A3100;pigs;THS_HD;EL54;154;149.24;137.4;180.9;210.6;182.8;181.8;185;132.4;122.9;135.3;131;;;;;;;;;;;;
A4100;sheep;THS_HD;EL54;839.7;875.6;876;822.3;870.3;744.4;723.6;690.8;738.5;707.9;714.6;668.8;;;;;;;;;;;;
A4200;goats;THS_HD;EL54;323.6;278.4;283.5;204.2;200.1;193.5;189.5;190.1;183.1;178;180.4;166.9;;;;;;;;;;;;
A2000;bovine animals;THS_HD;EL61;106.5;102.76;101.3;120.1;115.8;118.9;114.7;115.7;101.7;105.5;106.2;108;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;EL61;19.8;13.85;11.9;13.3;14.4;19.2;13.3;15.1;12.1;10.8;10.8;15.1;;;;;;;;;;;;
A3100;pigs;THS_HD;EL61;216.6;218.07;229.4;240.6;207.7;204.5;188.5;192.6;192.5;136.3;132.4;128.6;;;;;;;;;;;;
A4100;sheep;THS_HD;EL61;1220.7;1221.33;1165;1300.4;1287.3;1224.4;1173.8;1156.4;1204.2;1206.4;1178.2;1118.8;;;;;;;;;;;;
A4200;goats;THS_HD;EL61;521.1;477.34;517.5;453.9;416.1;435;439.4;438.2;432.2;393.7;383.5;370.8;;;;;;;;;;;;
A2000;bovine animals;THS_HD;EL62;6.2;6.26;6.8;5.6;5.2;6;6.1;5.6;4.7;3.9;3.8;3.2;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;EL62;0;0.08;0.5;0.3;0;0.1;0.3;0.1;0.2;NaN;0;0;;;;;;;;;;;;not significant
A3100;pigs;THS_HD;EL62;6.2;8.49;12.3;5.4;5;3.2;3.8;4.5;2.4;1.8;1.8;1.7;;;;;;;;;;;;
A4100;sheep;THS_HD;EL62;129.7;136.35;131;146.3;142;135.7;124.7;129.7;122.9;124.6;116.1;108.9;;;;;;;;;;;;
A4200;goats;THS_HD;EL62;140.8;138.8;139.4;132.4;131.2;136.4;133.4;134.3;121.7;107.7;114.2;105.5;;;;;;;;;;;;
A2000;bovine animals;THS_HD;EL63;62.4;60.3;59.5;65;63.1;59.9;58.5;56.6;60.4;54.8;54.9;53.6;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;EL63;9.1;5.56;5.4;5.6;3.8;7.8;5.3;5.9;5.3;5.8;4.3;3.9;;;;;;;;;;;;
A3100;pigs;THS_HD;EL63;139.5;144.27;182.6;140.2;143.9;139.2;147.6;142.8;123.9;103.6;98.6;91.5;;;;;;;;;;;;
A4100;sheep;THS_HD;EL63;1402.1;1430.58;1346;1569.6;1528.9;1508.4;1559.1;1564.7;1468.8;1397.8;1405.1;1391.7;;;;;;;;;;;;
A4200;goats;THS_HD;EL63;583.8;521.2;522.2;499.8;491.9;498.1;519.2;495.6;467.6;467.3;452.7;447.7;;;;;;;;;;;;
A2000;bovine animals;THS_HD;EL64;27;23.97;21.8;30.2;30.3;33.8;35.5;34.8;26;24.1;25.9;25.4;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;EL64;3.5;1.92;3.8;6.3;4.7;4.4;3.2;6.5;1.9;1.5;3.1;2.3;;;;;;;;;;;;
A3100;pigs;THS_HD;EL64;127.3;111.3;111.7;90.6;92.6;111.6;94.8;97.2;79.3;70.4;73;79.6;;;;;;;;;;;;
A4100;sheep;THS_HD;EL64;665.6;691.2;639;608.8;578.2;566.4;560.6;585.6;525.4;520.4;501;513.4;;;;;;;;;;;;
A4200;goats;THS_HD;EL64;492;487.96;475.7;417.1;393.1;384.3;376.4;369.7;348.1;341.8;328.3;316.2;;;;;;;;;;;;
A2000;bovine animals;THS_HD;EL65;18.5;16.62;17.6;17.8;17.5;17.6;16.8;16.4;16.2;14.1;14.7;14.1;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;EL65;1.4;1.04;1.2;0.7;1.3;2.6;1.2;1.9;2.5;2;0.6;1.5;;;;;;;;;;;;
A3100;pigs;THS_HD;EL65;80.1;81.33;82.3;95.7;92.1;90.3;76.9;81.4;74.3;64.4;65.9;63;;;;;;;;;;;;
A4100;sheep;THS_HD;EL65;560.5;533.71;525;560.6;542.2;510.1;492.6;489.6;472.9;494.4;465.8;444.3;;;;;;;;;;;;
A4200;goats;THS_HD;EL65;567.5;558.81;529.4;543;511.8;481.3;496.1;479.2;457;441.1;427.4;409.7;;;;;;;;;;;;
A2000;bovine animals;THS_HD;ES11;975.5;985.2;969.8;949.8;937.22;933.33;936.04;945.97;951.87;953.34;941.13;934.8;;;provisional;;;;;;;;;provisional
A2300F;dairy cows;THS_HD;ES11;362.5;363.7;348.1;371.2;326.38;359.86;368.91;373.81;360.29;351.63;345.89;341.34;;;provisional;;;;;;;;;provisional
A3100;pigs;THS_HD;ES11;819.4;1066.1;1104.4;1018.9;1071.81;1055.06;1092.81;1130.66;1082.04;1078.55;1096.91;1200.79;;;provisional;;;;;;;;;provisional
A4100;sheep;THS_HD;ES11;276.3;NaN;264.5;234.1;205.18;194.72;187.71;184.85;175.34;172.49;207.16;203.56;;;provisional;;;;;;;;;provisional
A4200;goats;THS_HD;ES11;52.9;NaN;53.6;48.1;43.93;44.62;42.88;44.71;43.89;54.38;56.21;50.52;;;provisional;;;;;;;;;provisional
A2000;bovine animals;THS_HD;ES12;398.4;405.4;395.2;401;386.03;384.2;377.19;400.61;398.71;395.91;392.79;391.09;;;provisional;;;;;;;;;provisional
A2300F;dairy cows;THS_HD;ES12;90.5;86.7;81.7;77.2;75.09;73.8;72.97;73.7;73.36;79.43;69.79;67.59;;;provisional;;;;;;;;;provisional
A3100;pigs;THS_HD;ES12;20.2;20;9.4;15.3;14.28;13.92;14.51;11.83;14.28;14.79;9.51;9.01;;;provisional;;;;;;;;;provisional
A4100;sheep;THS_HD;ES12;56.8;NaN;56.5;56.9;61.37;59.8;56.52;50.71;48.57;47.2;46;69.13;;;provisional;;;;;;;;;provisional
A4200;goats;THS_HD;ES12;27.3;NaN;29.1;28.8;29.84;30.71;31.21;32.3;32.16;30.99;31.02;45.28;;;provisional;;;;;;;;;provisional
A2000;bovine animals;THS_HD;ES13;375.9;298.6;282.6;275.7;277.23;263.76;272.81;285.86;280.79;283.55;282.27;272.77;;;provisional;;;;;;;;;provisional
A2300F;dairy cows;THS_HD;ES13;69.5;75.3;74.7;39.3;38.64;39.46;52.61;53.85;52.37;52.88;49.92;49.62;;;provisional;;;;;;;;;provisional
